"","all","gsz","diploid.num","rates.evol","tree.2","tree.3","tree.4","tree.5","tree.6","tree.7","tree.8","tree.9","tree.10","tree.11","tree.12","tree.13","tree.14","tree.15","tree.16","tree.17","tree.18","tree.19","tree.20","tree.21","tree.22","tree.23","tree.24","tree.25","tree.26","tree.27","tree.28","tree.29","tree.30","tree.31","tree.32","tree.33","tree.34","tree.35","tree.36","tree.37","tree.38","tree.39","tree.40","tree.41","tree.42","tree.43","tree.44","tree.45","tree.46","tree.47","tree.48","tree.49","tree.50","tree.51","tree.52","tree.53","tree.54","tree.55","tree.56","tree.57","tree.58","tree.59","tree.60","tree.61","tree.62","tree.63","tree.64","tree.65","tree.66","tree.67","tree.68","tree.69","tree.70","tree.71","tree.72","tree.73","tree.74","tree.75","tree.76","tree.77","tree.78","tree.79","tree.80","tree.81","tree.82","tree.83","tree.84","tree.85","tree.86","tree.87","tree.88","tree.89","tree.90","tree.91","tree.92","tree.93","tree.94","tree.95","tree.96","tree.97","tree.98","tree.99","tree.100","tree.1"
"Drosophila_montana",2965676,235516348,12,"-6898.31204036746",-10515.619303052,-5061.56432292785,-4042.01382261369,-49268.5143571661,-6013.13595674046,-5152.454662052,-5574.35591477415,-5748.17277543304,-6772.72022701459,-4455.58873457307,-7172.08409761708,-4028.58081552406,-8296.02927613976,-5979.5971774623,-5875.73316343981,-25609.6236298029,-4602.86470536901,-6227.35629352307,-5331.35192622718,-4914.95466668134,-3324.90511489282,-4770.84299312744,-5677.29413940983,-4770.64116029795,-6041.6889123676,-5703.73531954457,-6435.45696614719,-3004.91360412362,-5241.83315971037,-5504.88452952642,-46611.5713537519,-4699.04428839122,-10475.0413626835,-4913.54540347371,-40173.2361998353,-6430.21477946958,-4825.7342703096,-5844.42976668748,-5337.67854094201,-7803.28962514757,-5116.21345200209,-6620.91815801229,-4185.61381051823,-3748.56193855368,-4564.18461715053,-7561.45985542902,-5756.20209703364,-4389.64161538382,-42977.4516623805,-6218.57087304205,-3545.45231959936,-8171.34514572505,-9282.47130843251,-7958.59938410769,-8175.30648058548,-5190.24727884196,-7867.26503273039,-5542.13755965482,-7742.00896611354,-6629.31816981117,-8103.67967312669,-7629.6073701275,-8419.27619832769,-6705.85235307801,-5845.48709148721,-29407.9483267313,-6331.16310925293,-6678.11677675327,-4319.82893840841,-8111.07557198939,-8565.29533504592,-10455.5544423263,-11170.1704480081,-8235.75135800303,-9113.32105906764,-5654.02665961398,-7703.3288203843,-8382.08289220576,-9615.07417768319,-5023.41556049056,-6886.22045917852,-9390.70748218356,-11435.0339626708,-6313.98932133721,-7324.07988230808,-6231.08763374512,-7626.23864672536,-7532.41886945195,-6987.4648813228,-8362.18235788167,-7106.91491596641,-5093.33696429202,-87072.8979825282,-5344.98354408308,-4201.16627379753,-6054.34378885867,-7353.39888652423,-6090.3303027673,-7502.15270225499,-6898.31204036746
"Drosophila_nasuta",2205819,165693946,8,"-6200.74743381783",-8523.73805845303,-7796.31085286668,-6845.27508602791,-12798.7952779417,-13056.576754243,-23676.8811394333,-6391.17820686277,-9973.97878827344,-53210.4065377605,-7114.11328426497,-6143.00091767013,-19257.3400507602,-18558.3764734214,-19887.213906563,-7751.36249375777,-14427.0788542878,-7140.89652244345,-9161.86713952438,-11008.7239390738,-10547.5555819412,-9761.87001789786,-9730.35867472774,-6638.21001960953,-6503.27192921352,-11425.3729457924,-20254.8767317899,-9428.60349293797,-3235.8633655863,-9973.07466810917,-10932.7000167929,-3763.5595109232,-6766.18237685276,-10948.1312664425,-11707.4315935394,-7750.49081946433,-7066.4042510241,-11748.9002140181,-9550.5217522146,-18197.8058275957,-22687.019580033,-9007.50139112236,-11596.0752952624,-9716.56004396157,-12466.8442243609,-10688.1723359881,-10389.1028350664,-11133.3116798055,-12826.4296674195,-14961.3864205297,26567.2265649286,166036.181934288,84486.3355793707,39863.7370873065,75098.1771624604,30414.2224559455,91123.1773955641,71892.597661544,65130.7794212077,69113.4935439485,97482.5775664636,61482.5429667778,18122.6835894878,65288.7126522164,96391.7880100212,127408.905463489,102273.235469364,23522.1533692331,67286.0252385941,64021.2077636511,55171.8716641207,74325.2640836854,81794.6058835188,74167.1425603885,42068.2132616253,115476.168338569,60318.15093907,85068.2798409114,100519.925500318,44173.9547799851,61390.3228134883,118176.34000915,46908.29629398,84188.2833555277,46361.4831356045,39985.2502497386,44785.5373268553,58248.7920558853,154123.384150707,83014.9611105139,94289.6542000241,32926.0893431345,96483.8517805864,47165.8765168838,53430.7672234372,107845.373573759,74580.8667366222,73104.3835527036,64505.759402655,54028.4275233169,-6200.74743381783
"Drosophila_novamexicana",3601359,279505983,12,"-6898.31204036746",-8178.69709017168,-5869.37507006194,-6332.00873099457,-5505.75434310102,-6765.50133190229,-8376.07624246835,-4111.17462798125,-8531.71221223322,-7470.83743914739,-8041.16827959695,-9020.69535844021,-7843.04569606627,-11432.9319394764,-9178.15645393873,-5875.73316343981,-8570.76739069313,-6806.48949458712,-6938.07440551028,-10175.5441889122,-6328.28594950321,-3452.61100027884,-6326.70866281704,-5380.08954184341,-7865.08896832062,-15795.0785684824,-13025.9002017709,-11411.6037743416,-417.374465163185,-6084.14799958492,-5784.32144293908,-6079.20920454438,-4949.65252210234,-10475.0413626835,-10013.6259674455,-6807.6347373579,-4767.96237218118,-6537.46645747363,-6277.65786373177,-9949.76745284517,-9415.22273924189,-10670.138639613,-7417.3136175644,-5879.89252475792,-4892.28682946923,-5853.44039015035,-10993.8863682254,-8514.62791478218,-7937.49340407824,-7434.87742300675,-8238.91207395746,-3545.45231959936,-8171.34514572505,-9282.47130843251,-7958.59938410769,-8175.30648058548,-7535.87294221533,-6233.29622553402,-6158.95179977379,-9042.49141542636,-5741.0994082659,-8103.67967312669,-7629.6073701275,-8315.98553846,-6498.06304812051,-9708.09390242911,-29407.9483267313,-7731.93059483155,-7746.24253505831,-8654.14091742852,-8299.82001757763,-8565.29533504592,-9246.2903958386,-11170.1704480081,-8235.75135800303,-9113.32105906764,-5462.84836683758,-7703.3288203843,-8382.08289220576,-9615.07417768319,-5497.96046362332,-6622.08810755989,-9390.70748218356,-11435.0339626708,-6313.98932133721,-7324.07988230808,-6231.08763374512,-6256.9807964452,-7532.41886945195,-6987.4648813228,-8362.18235788167,-7106.91491596641,-8226.83274836349,-85337.0676153889,-5785.33502701221,-5456.15014664693,-6054.34378885867,-7838.58586481938,-6090.3303027673,-5212.28822704895,-6898.31204036746
"Drosophila_obscura",3508626,474347418,10,"-26960.5846462276",-34066.7726806619,-27547.4322423896,-23004.1922623269,-24435.4367973067,-30949.5487493371,-28340.0535009094,-25793.9361738598,-33049.5443946666,-32040.4735534795,-39705.8382284854,-27229.4689876964,-26741.7820290772,-28681.5494159101,-21483.1327081383,-33315.4365224317,-35917.868056871,-23486.0961176833,-593404.16216714,-43944.2799243249,-30348.0883540047,-22697.8216225062,-27341.6159592183,-24842.354018829,-26182.3185288581,-27467.3340020919,-28948.7317226665,-23118.3096462628,-24300.4966722986,-22682.2694185957,-22549.1303157014,-34786.9167926072,-20660.5348115309,-24350.1183329563,-22095.3965242863,-28004.2957422242,-22319.0899315373,-23439.6443988689,-27604.0653091255,-27014.9165238687,-18854.731391245,-21071.3567587525,-23142.6183437475,-25452.0633994041,-19888.307443457,-35986.4739678728,-22741.6137243656,-23256.9334788703,-19429.6289805482,-34124.8261186718,-8367.11011304873,-5507.85576076567,-20571.0402362519,-24231.9903345399,-14920.6888726117,-6790.24391357291,-10074.9568030257,-23075.2081380425,-8170.10760761912,-12264.276229942,-15249.1294710905,-24664.026531488,-7506.2975112231,-10395.6400408099,-15614.8704207388,-9816.6192040944,-21838.5215202328,-12017.966952432,-21722.0697278393,-39210.0839593151,-19699.4830759645,-7140.84167678037,-8824.64740648632,-16752.6524767366,-6018.86505118495,-9144.61786055991,-7432.07711134892,-9748.65330086796,-12044.602667186,-8254.9854838335,-6058.89668787354,-16320.3880364128,-12765.8650443193,-17021.1539858518,-8059.37906716648,-20379.8621118037,-17994.8067209481,-7336.26157123227,-10932.8087582319,-16900.2531212097,-8040.25136779046,-9602.35482222228,-15813.3003956544,-8037.58189351329,-9972.72897856834,-16203.9914988981,-18038.368444613,-7943.12831724358,-12897.5841698417,-12868.6093299139,-26960.5846462276
"Drosophila_persimilis",2776104,596278454,10,"-765952.264369313",-540654.121840358,-613505.712020259,-508661.892403456,-411789.532820075,-847857.529415554,-593439.277475003,-213519.893728274,-1155915.32537208,-424112.094625397,-1810853.10540701,-476373.203710816,-521956.685862957,-381224.359722292,-484416.586173364,-678119.231270737,-1229249.29309838,-562189.971161241,-71943.1110893116,-699416.624966329,-544177.016520998,-885755.412177215,-526111.770871341,-481729.550931235,-677787.575733382,-628867.186443047,-722548.673992323,-757467.089534121,-576067.922930411,-553585.425451499,-794769.252452216,-389818.881842116,-611046.064154383,-480835.714627835,-1077600.41448063,-941696.192780314,-1417800.81268388,-1054560.24144626,-467339.049856249,-1126623.91703988,-215859.072441178,-594304.657954147,-585111.834445301,-1101184.74701581,-1482707.87005305,-1343036.23164511,-675041.087404971,-600202.142360664,-276612.861189994,-1031159.67624894,-20101.6112521303,-21272.1070845778,-212709.867014196,-781782.480595559,-859756.235500741,-18658.0755494736,-26215.6801702911,-470816.192800359,-20001.5594349889,-27826.165613644,-384601.489698045,-759508.662080009,-21394.7546061565,-23316.4298452337,-26533.0949331267,-34684.3082288233,-1015008.98130999,-21181.0924595494,-415881.888608406,-51457.836891699,-438643.91574287,-21791.0285774898,-17186.6197176205,-772785.672445609,-36206.6580257673,-25413.4419067613,-22132.002114367,-22187.3086262162,-30949.3542218872,-27258.1749416153,-22043.454236524,-689376.865876904,-28243.882693333,-543429.595457066,-29912.4151965409,-416032.859864291,-356084.120551663,-23695.2699925861,-24021.8693158217,-1431476.00160976,-20921.8152615234,-23971.0666508485,-477514.889641045,-17260.3460197044,-19098.0958873437,-306601.022795627,-300240.293980499,-26806.4124323455,-46251.9400190578,-17906.6604812251,-765952.264369313
"Drosophila_pseudoobscura",2596806,314961079,10,"-765952.264369313",-540654.121840358,-613505.712020259,-508661.892403456,-411789.532820075,-847857.529415554,-593439.277475003,-213519.893728274,-1155915.32537208,-424112.094625397,-1810853.10540701,-476373.203710816,-521956.685862957,-381224.359722292,-484416.586173364,-678119.231270737,-1229249.29309838,-562189.971161241,-56370.5822980153,-699416.624966329,-544177.016520998,-885755.412177215,-526111.770871341,-481729.550931235,-677787.575733382,-628867.186443047,-722548.673992323,-757467.089534121,-576067.922930411,-553585.425451499,-794769.252452216,-389818.881842116,-611046.064154383,-480835.714627835,-1077600.41448063,-941696.192780314,-1417800.81268388,-1054560.24144626,-467339.049856249,-1126623.91703988,-215859.072441178,-594304.657954147,-585111.834445301,-1101184.74701581,-1482707.87005305,-1343036.23164511,-675041.087404971,-600202.142360664,-276612.861189994,-1031159.67624894,-20101.6112521303,-21272.1070845778,-212709.867014196,-781782.480595559,-859756.235500741,-18658.0755494736,-26215.6801702911,-470816.192800359,-20001.5594349889,-27826.165613644,-15249.1294710905,-759508.662080009,-21394.7546061565,-23316.4298452337,-26533.0949331267,-34684.3082288233,-1015008.98130999,-21181.0924595494,-415881.888608406,-39210.0839593151,-438643.91574287,-21791.0285774898,-17186.6197176205,-772785.672445609,-36206.6580257673,-25413.4419067613,-22132.002114367,-22187.3086262162,-30949.3542218872,-27258.1749416153,-22043.454236524,-689376.865876904,-28243.882693333,-543429.595457066,-29912.4151965409,-416032.859864291,-356084.120551663,-23695.2699925861,-24021.8693158217,-1431476.00160976,-20921.8152615234,-23971.0666508485,-477514.889641045,-17260.3460197044,-19098.0958873437,-306601.022795627,-300240.293980499,-26806.4124323455,-46251.9400190578,-17906.6604812251,-765952.264369313
"Drosophila_sechellia",1119354,304570832,8,"-155463.652877299",-102691.00031863,-67450.3269040302,-137979.831152882,-49669.2115242541,-149802.440002508,-188233.599362161,-40144.7085620027,-95649.8474797035,-282976.253963747,-184656.546070034,-105808.742340933,-217247.93760942,-53212.06770826,-165674.648797336,-105288.379171749,-328146.471337951,-175793.34688439,-151264.406572085,-120570.633203564,-187652.508737441,-45071.1918757277,-127474.007658177,-176105.507968493,-228584.726925401,-73516.2042640196,-226336.24839201,-38183.8265045479,-109317.777926946,-46761.0250511835,-44911.4797401363,-142727.077355391,-55573.8236530327,-57876.0437705713,-65338.5087664559,-111194.020368004,-116942.824261443,-271123.793452904,-102548.99223483,-60772.9630503237,-58395.5614658568,-66526.3674921055,-43401.7537867727,-71136.2914782758,-59016.7428893852,-143061.802345335,-149391.262823093,-78339.4321256896,-206822.773717506,-206689.002651621,-159164.752231665,-54391.4454281751,-51945.6745123159,-46973.6635039633,-70322.3319980081,-59038.8373768167,-60146.0683153713,-61386.7403113299,-136468.01120462,-47891.8891218278,-49370.3117397851,-39476.8791933217,-48032.6932871326,-42020.7522883819,-146391.302352113,-46353.6136102739,-126712.138259949,-180122.249458202,-138676.199029385,-60857.1532745421,-147023.770832327,-144221.080572465,-178755.377826131,-66852.9465316004,-87289.6531520735,-51802.2011478996,-142495.501044881,-61327.5674541023,-110141.720129852,-69647.8814217848,-62120.667721701,-119722.621986109,-58423.1665756176,-148374.536861846,-198383.984276584,-71138.2982272349,-38479.9819331178,-133805.368885279,-71603.7798674305,-46132.7031116892,-141323.874854859,-56340.1658557758,-71089.4514293576,-111971.901653744,-84459.8231845841,-103627.188609851,-46367.8833162514,-75689.4817726908,-108849.105319988,-156203.040421346,-155463.652877299
"Drosophila_serrata",2406205,153631861,8,"-36151.1684093279",-63032.383691012,-48503.581709571,-101877.872634114,-38501.417712002,-60337.7299519356,-52515.2597373018,-39709.778193469,-76617.575819249,-38817.8956676622,-36697.2019707179,-53782.404992008,-68538.7098935162,-60161.0382148965,-51001.4202519634,-80544.7199062619,-43999.8926865694,-49704.4887434357,-15793.7012307371,-63641.4885252163,-108227.767914708,-36877.7023170973,-40848.6104387332,-57102.3170965308,-56347.8527483338,-63369.396499853,-36425.2858936325,-76962.3730810731,-63839.278093938,-82106.5333898276,-74791.820421897,-26897.134577211,-62008.2140073696,-49257.4952260915,-47075.5829528404,-77862.6676806446,-72814.4300219522,-59114.6812013301,-51307.6603034627,-53837.9124382583,-38932.89135279,-70309.8734978061,-34063.7128308235,-42164.2416584831,-40139.1927355734,-60340.7425212248,-76704.7179745463,-55782.2089406685,-31829.0793490279,-72944.8296507216,-412152.690126666,-736890.416772105,-16173.3978311787,-9664.5125542272,-14819.5823416977,-550950.166231365,-540272.115009129,-12252.3884120848,-522738.314507267,-514432.089552722,-48128.7350366067,-10506.5408655298,-399180.774795594,-472214.59568285,-1004312.46911119,-836419.161286573,-14846.4303732099,-872189.322910811,-15844.2590400655,-8581.95603740922,-15186.5780453484,-514039.030321464,-927978.256496624,-11213.5738625754,-699163.946792313,-1001345.17804044,-797151.656354912,-547520.699043456,-419996.042955763,-673400.038357891,-467041.487322664,-8121.7485249141,-370185.190831342,-10612.4417466862,-615250.548779912,-12839.5973139811,-13185.6255458201,-1135884.33599013,-1545431.09005515,-10261.5334732968,-820659.1818712,-447650.899363639,-9989.00079079271,-272359.816347261,-972604.027618487,-12023.8971237166,-17123.2965760249,-1271827.17352427,-331210.755504255,-493627.341282142,-36151.1684093279
"Drosophila_simulans",955949,578456222,8,"-155463.652877299",-35705.4712442986,-32465.3578829735,-43548.1075458435,-31419.7086830708,-72136.1784495446,-31497.9017534906,-40144.7085620027,-39362.6095087483,-46769.6346952126,-40382.4968909967,-42986.229631151,-41045.4436446454,-45398.4633455268,-33049.0878497409,-105288.379171749,-39214.6817310245,-28953.0871316349,-34224.5757031966,-50501.5789076824,-34403.0753479512,-45071.1918757277,-35077.1284638365,-42790.6459251544,-44827.904141886,-56097.5529404497,-52463.2215092116,-31096.5464120209,-109317.777926946,-27892.6807663191,-34176.8534129255,-142727.077355391,-49201.9436747374,-42020.165177411,-34183.2094750709,-36602.7887741914,-34011.3317780746,-29286.6083286737,-48275.323207245,-31722.0029600898,-40233.54629679,-24626.9568395606,-43401.7537867727,-40791.9966934603,-59016.7428893852,-49367.7761006697,-45277.4651648685,-32092.7252423902,-43954.060307118,-47906.6793018601,-159164.752231665,-54391.4454281751,-40202.7492574585,-46973.6635039633,-49748.4664487814,-32498.7486315135,-43171.6912160399,-47984.6432553093,-45169.0777995051,-47891.8891218278,-49370.3117397851,-39476.8791933217,-48032.6932871326,-42020.7522883819,-46898.1560737245,-46353.6136102739,-30737.6058228421,-65097.7489724081,-43606.1326137848,-60857.1532745421,-48200.0867302578,-28509.799902977,-45531.7235384537,-34618.1268492215,-87289.6531520735,-51802.2011478996,-47813.5347488106,-33985.1487597024,-53579.0228244466,-43209.4667635047,-62120.667721701,-43453.9292324973,-58423.1665756176,-148374.536861846,-44934.0626622991,-30629.3925196696,-38479.9819331178,-40723.3854183604,-71603.7798674305,-46132.7031116892,-33465.027898932,-31312.6069806443,-45813.3888947952,-52627.8143175576,-84459.8231845841,-103627.188609851,-46367.8833162514,-75689.4817726908,-77632.7835907894,-36108.729565308,-155463.652877299
"Drosophila_subobscura",2181621,994443371,12,"-26960.5846462276",-34066.7726806619,-27547.4322423896,-23004.1922623269,-24435.4367973067,-30949.5487493371,-28340.0535009094,-25793.9361738598,-33049.5443946666,-32040.4735534795,-39705.8382284854,-27229.4689876964,-26741.7820290772,-28681.5494159101,-21483.1327081383,-33315.4365224317,-35917.868056871,-23486.0961176833,-593404.16216714,-43944.2799243249,-30348.0883540047,-22697.8216225062,-27341.6159592183,-24842.354018829,-26182.3185288581,-27467.3340020919,-28948.7317226665,-23118.3096462628,-24300.4966722986,-22682.2694185957,-22549.1303157014,-34786.9167926072,-20660.5348115309,-24350.1183329563,-22095.3965242863,-28004.2957422242,-22319.0899315373,-23439.6443988689,-27604.0653091255,-27014.9165238687,-18854.731391245,-21071.3567587525,-23142.6183437475,-25452.0633994041,-19888.307443457,-35986.4739678728,-22741.6137243656,-23256.9334788703,-19429.6289805482,-34124.8261186718,-8367.11011304873,-5507.85576076567,-20571.0402362519,-24231.9903345399,-14920.6888726117,-6790.24391357291,-10074.9568030257,-23075.2081380425,-8170.10760761912,-10332.4261365757,-5276.8960180326,-24664.026531488,-7506.2975112231,-10395.6400408099,-15614.8704207388,-9816.6192040944,-21838.5215202328,-12017.966952432,-21722.0697278393,-72759.1777438175,-19699.4830759645,-7140.84167678037,-8824.64740648632,-16752.6524767366,-6018.86505118495,-9144.61786055991,-7432.07711134892,-9748.65330086796,-12044.602667186,-8254.9854838335,-6058.89668787354,-16320.3880364128,-12765.8650443193,-17021.1539858518,-8059.37906716648,-20379.8621118037,-17994.8067209481,-7336.26157123227,-10932.8087582319,-16900.2531212097,-8040.25136779046,-9602.35482222228,-15813.3003956544,-8037.58189351329,-9972.72897856834,-16203.9914988981,-18038.368444613,-7943.12831724358,-12897.5841698417,-12868.6093299139,-26960.5846462276
"Drosophila_suzukii",1288241,370264922,8,"-48810.0084262549",-86175.3994061167,-77246.7854670096,-64948.8517851094,-58055.7876465259,-88292.1789470574,-74250.0035000448,-129842.936637793,-56302.9695907651,-73581.7065839982,-124405.935744611,-59961.3993444549,-62407.5958466817,-74790.3777101377,-65972.9046807529,-69853.1685883035,-51615.0181658096,-50832.1320558522,-63777.3494040931,-83870.380452766,-74071.5585045864,-115545.47746171,-74750.6082779616,-74256.6766548983,-72975.6146631082,-94150.2853920247,-125631.035848455,-48733.4663052479,-85063.4555009591,-71274.8128111685,-54102.4318826955,-94325.4739852432,-84348.721665293,-70874.4167963367,-92458.131442196,-54057.8623680421,-62003.2402138564,-64238.2792507202,-67438.4317277588,-78037.0511570253,-67647.4852703796,-75708.4432537805,-171629.963241373,-86740.6540622422,-100214.071345013,-82947.0677029626,-65960.7326517215,-135923.440325102,-73636.1936180311,-74273.3599826346,-97435.1971956992,-254143.301856937,-64327.3619235627,-176992.222139689,-86811.1497467284,-76735.5255792703,-85259.7728208268,-89795.7918814381,-66421.2809790424,-170823.274294931,-67911.6054814477,-150228.775340398,-119786.847860604,-92226.0643605306,-48006.0903781119,-118164.632715892,-79349.0348096027,-88999.5684438663,-70461.3509357571,-143797.747982842,-60665.1762034371,-55822.302898586,-55227.4472581593,-81330.6157285612,-158415.278441429,-188304.910457162,-62300.1730063888,-69122.2930469789,-119810.986005473,-74680.5057127704,-127726.299776773,-68828.4894437804,-201134.049355871,-69072.2291451997,-89101.775601816,-103203.776509343,-198838.610628844,-63594.6136167683,-140049.359902941,-187114.327845017,-53450.7842996633,-78980.6637804042,-84718.0147962535,-52681.8225518871,-163985.632073028,-168791.645584923,-226756.944326336,-126145.19837498,-58445.0243583954,-69192.0556920035,-48810.0084262549
"Drosophila_takahashii",1285797,315360362,8,"-58478.7737367903",-102262.08928617,-54371.5970593032,-72190.1336138709,-56997.598167349,-57320.3492100567,-65397.2100935643,-71416.2756311355,-61840.9476505523,-62584.0433833329,-77162.8877746233,-65933.0914148822,-82750.5523114713,-63858.5757655124,-81750.8414913971,-71041.8634106696,-66550.6466358934,-61426.7599555423,-59706.7370087428,-89002.0688407693,-67667.5650462205,-107152.096481481,-108998.329021314,-114127.505833814,-117899.322771254,-154930.295058633,-99816.3707437657,-57512.9307991647,-84063.2294104815,-66330.7507501649,-61184.380037654,-115299.140046894,-76489.5243351844,-83123.1441724403,-73641.4052257013,-81551.5586242442,-65086.9124381504,-113235.927391772,-49090.1809009236,-55572.9243074742,-82266.52001762,-134467.282106649,-68643.3019034064,-95639.3926512891,-85711.7686566128,-78955.5443704602,-62045.6633845048,-91351.5750124399,-100719.006026246,-74193.706878327,-55617.9480157651,-146835.394858795,-64860.2921623813,-89162.4492128658,-94100.9329048629,-72502.459430498,-88498.331391534,-74979.145734243,-82881.9756298747,-79032.9208776877,-106821.968375083,-115643.435079823,-76227.475787732,-60356.9467471451,-64857.4894778966,-54536.8149025573,-81768.6307523777,-61172.4395571977,-97676.8721113416,-77820.7043087928,-120262.149466286,-68501.9923796347,-77449.5116205218,-86641.3418547089,-91748.1141716291,-50558.5547573859,-51675.9480728986,-92203.9876175193,-69997.7149281145,-83276.341920338,-83981.5858183044,-104287.270765973,-107997.862172026,-94225.2906987995,-95155.0815327286,-74842.8371681279,-129367.708398234,-63563.5720449703,-89205.8284761829,-54531.0185420978,-60256.7891248024,-94107.4930716387,-82173.608220316,-62195.0098609649,-80023.7906850917,-82575.4418611777,-246429.87758709,-74229.0560657313,-100213.024440677,-116096.318952988,-58478.7737367903
"Drosophila_virilis",3838835,374774708,12,"-5855.69120991387",-8039.65487065368,-4106.58375917531,-6332.00873099457,-5505.75434310102,-6765.50133190229,-8376.07624246835,-4111.17462798125,-8531.71221223322,-7470.83743914739,-7535.87293772509,-9020.69535844021,-7843.04569606627,-11432.9319394764,-9178.15645393873,-4962.36212697619,-8570.76739069313,-5920.70163798954,-4851.86376678957,-7675.68989018421,-6328.28594950321,-3452.61100027884,-5099.79804532889,-3912.61614893039,-7865.08896832062,-32070.4916411957,-13025.9002017709,-11411.6037743416,-417.374465163185,-6084.14799958492,-5784.32144293908,-6079.20920454438,-4545.74777511243,-5752.9657529932,-10013.6259674455,-6411.35312557739,-4767.96237218118,-6537.46645747363,-6277.65786373177,-9949.76745284517,-9415.22273924189,-10670.138639613,-6658.3567720495,-5879.89252475792,-4892.28682946923,-5853.44039015035,-7111.81490383338,-8514.62791478218,-7937.49340407824,-7434.87742300675,-8238.91207395746,-2885.05232701346,-6136.24046935278,-5006.77005354935,-6705.27213814153,-6346.43457352722,-7535.87294221533,-6233.29622553402,-6158.95179977379,-8494.37901108408,-5741.0994082659,-7290.41177866471,-5970.40377322128,-8315.98553846,-6498.06304812051,-9708.09390242911,-7712.88290688306,-7731.93059483155,-7746.24253505831,-8654.14091742852,-5440.79725329621,-6507.7280891625,-6664.76244722054,-10162.9572165836,-6661.13173901459,-7288.53140095978,-4175.02100043673,-6074.62601417016,-7319.3560615979,-6426.52783200785,-4540.92648343151,-6622.08810755989,-7045.69984337725,-9285.18082894909,-5042.3901950101,-6116.16520171859,-5793.26016423531,-6256.9807964452,-6580.1102898254,-5670.75718708572,-7601.7194950365,-6696.86166756664,-8226.83274836349,-85337.0676153889,-5785.33502701221,-3775.14954640589,-5114.60819781133,-7838.58586481938,-5587.38525018231,-5212.28822704895,-5855.69120991387
"Drosophila_willistoni",3790042,366195856,8,"-8836.49482774056",-7002.27198707661,-7921.90181652877,-10852.3099267607,-11184.2090191199,-8092.56621929217,-6364.21685065407,-6921.46730318055,-9733.94915100625,-9559.14451909357,-10897.4961375878,-8382.49252884167,-10055.0661128054,-7610.08338434802,-8334.22197210609,-5989.4148452715,-10132.7503191911,-10460.6787967293,-30737.6823230662,-9016.6466734212,-12618.0077222893,-10126.0852615102,-9204.94328554586,-12606.841909046,-9282.37644616295,-10369.4923869082,-7333.72968627946,-8963.04523632734,-2931.48984571405,-10386.4087911818,-9986.40880818191,-11382.8371193644,-7248.1127632212,-11056.3542072064,-11469.6075579183,-6539.8475985011,-7598.05680312502,-11445.5769812952,-9795.23015438235,-8949.9113705087,-8979.96612895003,-7835.25595359876,-11238.572289199,-10977.7019155213,-7167.32137397044,-8391.86588514839,-8352.41050108151,-8735.00925190233,-9629.10967519063,-11458.1314066554,-19587.9517656306,759.055497933465,-14339.8411401544,-7777.61147572351,-16615.1769120167,-13650.1237415798,-13024.1949779405,-12924.6857271382,-13370.5962199918,-11469.6625524657,-7521.10219155718,-8383.52518264818,-8547.55978185171,-12235.6925398541,-10234.3599988857,-16185.3981174669,-11098.5676275335,-15339.7241500125,-9970.82993255297,-1014146.47927057,-11373.5093434844,-11639.6573009964,-10759.226435861,-15489.4385905371,-8698.66638911887,-14659.4451452069,-16758.5058519077,-12908.0256699913,-14244.8482429696,-10224.1471985382,-15666.5062359856,-12229.8513201905,-8240.46080103092,-11476.5728297863,-13319.3817306265,-12436.40275182,-20679.5868776619,-7796.30259751915,-10233.7843132738,-9543.80403723898,-8621.75678183741,-10196.3217759418,-9442.99210022821,-10799.5379737968,-7939.08661325931,-6589.81973710548,-16524.8401715972,-10107.4340388296,-11889.345895444,-12493.4334418158,-8836.49482774056
